Date,RSI_14,RSI_5,RSI_7,RSI_50,ROC_12,ROC_25,ROC_200,MACD,TRIX_15,TRIX_30,MA_10,MA_20,MA_50,MA_100,MA_200,EMA_12,EMA_26,EMA_50,EMA_200,ADX,CCI,NegativeVolume,ADI,MFI,OBV,Bollinger_mavg,Bollinger_hband,Bollinger_lband,Bollinger_hband_indicator,Bollinger_lband_indicator
2012-01-03,,,,,,,,,,,,,,,,,,,,0.0,,1000.0,3940393.5423752503,,5110800,,,,0.0,0.0
2012-01-04,,,,,,,,,,,,,,,,,,,,0.0,,991.5097789039547,2469028.3558939397,,905600,,,,0.0,0.0
2012-01-05,,,,,,,,,,,,,,,,,,,,0.0,,992.0683786034326,5117260.048058546,,4714700,,,,0.0,0.0
2012-01-06,,,,,,,,,,,,,,,,,,,,0.0,,992.0683786034326,8126470.914886551,,11723100,,,,0.0,0.0
2012-01-09,,45.70276697997215,,,,,,,,,,,,,,,,,,0.0,,970.065859861485,5210346.187764398,,6666200,,,,0.0,0.0
2012-01-10,,51.06796317087463,,,,,,,,,,,,,,,,,,0.0,,974.3033721647726,4593668.315938521,,10652000,,,,0.0,0.0
2012-01-11,,47.74155423483727,48.45101824735285,,,,,,,,,,,,,,,,,0.0,,971.9129636046255,3198634.1486952147,,7549300,,,,0.0,0.0
2012-01-12,,30.80915640645894,33.79517019878854,,,,,,,,,,,,,,,,,0.0,,971.9129636046255,-1668768.4559028149,,2163500,,,,0.0,0.0
2012-01-13,,49.55779266925772,48.91083671893141,,,,,,,,,,,,,,,,,0.0,,985.6688251348013,2403089.2156648953,,6917000,,,,0.0,0.0
2012-01-17,,64.98853441867857,62.06065358407564,,,,,,,,178.95699768066407,,,,,,,,,0.0,,985.6688251348013,4182470.200508071,,12561500,,,,0.0,0.0
2012-01-18,,81.74773464053764,77.95582756791387,,,,,,,,179.997998046875,,,,,,,,,0.0,,985.6688251348013,10329899.331576487,,20035000,,,,0.0,0.0
2012-01-19,,86.82442191717675,83.2333145275342,,,,,,,,181.69199829101564,,,,,182.78434581556223,,,,0.0,,1011.7361569329634,13636266.532300595,,27131000,,,,0.0,0.0
2012-01-20,,69.77910796358262,69.57914770594961,,6.646927318116306,,,,,,183.02399749755858,,,,,184.03752225559592,,,,0.0,,993.4213425801754,13519988.241680006,,21520700,,,,0.0,0.0
2012-01-23,57.46802015662814,52.17429094410979,55.08348549251673,,4.833531686422463,,,,,,183.3719970703125,,,,,184.3532874990259,,,,0.0,,968.2385224653956,10148030.025878474,46.906263119172706,16935400,,,,0.0,0.0
2012-01-24,58.79153963726864,54.85135604790619,57.04640879989507,,5.286864116536219,,,,,,184.21599731445312,,,,,184.7604740376373,,,,0.0,,968.2385224653956,11950335.309612393,43.82601123227016,21609200,,,,0.0,0.0
2012-01-25,59.97083992127504,57.46758685821745,58.88908781619653,,2.84212388371902,,,,,,185.06199798583984,,,,,185.22809388596352,,,,0.0,,972.3807351541752,15361595.94705303,44.06235471133727,25915600,,,,0.0,0.0
2012-01-26,66.9904111207484,71.64112173397643,69.44195255171024,,8.26613461437888,,,,,,186.50399932861328,,,,,186.4730036456951,,,,0.0,,972.3807351541752,18298403.269264754,50.798717977453144,31789200,,,,0.0,0.0
2012-01-27,69.15378942227107,75.44040161368707,72.50038265542487,,8.938328931988545,,,,,,188.4479995727539,,,,,187.84177156438622,,,,0.0,,982.6919733171294,20432369.66698142,49.458647179538474,36448200,,,,0.0,0.0
2012-01-30,62.25238048437435,59.72907655378428,61.26392701865327,,7.406372527696536,,,,,,189.8209991455078,,,,,188.50457500009364,,,,0.0,,982.6919733171294,19507913.7715058,48.97087132381107,31024100,,,,0.0,0.0
2012-01-31,64.9327188571338,66.02010848901068,65.67754952809611,,10.521236023545354,,,,,,191.0989990234375,185.0279983520508,,,,189.4177176833725,,,,0.0,97.94663308433393,982.6919733171294,27153999.489761513,59.49418013483503,43796300,185.0279983520508,198.24685119403642,171.80914551006515,0.0,0.0
2012-02-01,43.282188573309945,28.98969553677577,35.129896764348985,,0.5828990895611905,,,,,,190.1009994506836,185.04949874877929,,,,187.88576214960247,,,,0.0,-84.80095037637588,982.6919733171294,45860478.82359515,49.142015887993665,22459700,185.04949874877929,198.23060370213804,171.86839379542053,0.0,0.0
2012-02-02,46.196881302759884,35.78239122390458,40.03868750736185,,0.033027390390978115,,,,,,188.8279998779297,185.25999908447267,,,,186.93718354515642,,,,0.0,-52.803294008957735,995.0673125488361,53848920.11049901,55.77093138633831,31196000,185.25999908447267,198.0823456770893,172.43765249185603,0.0,0.0
2012-02-03,53.049223314572316,51.17766986112558,51.36236352950641,,-0.929059197077117,,,,,,188.50299987792968,185.76349868774415,,,,187.05146187294486,,,,0.0,7.812940678344871,1027.7031954465901,61374903.78916538,61.506764355370926,39316500,185.76349868774415,198.12736957047312,173.39962780501517,0.0,0.0
2012-02-06,48.03102633566721,41.66639135473125,43.9809829277494,,-5.816404081304354,,,,,,188.20800018310547,185.78999862670898,,,,186.44969841397617,,,,0.0,-14.200739327080074,1002.8429770453411,56706775.59016391,56.47218782651533,34006500,185.78999862670898,198.1289667321192,173.45103052129875,0.0,0.0
2012-02-07,49.22726885323255,44.640754014238055,46.07214589062838,,-3.5300845822689553,,,,,,187.9270004272461,186.0714988708496,,,,186.10205287973466,,,,0.0,-23.57898534068971,1008.5926122415888,59152398.84706214,50.58009968406017,39110400,186.0714988708496,197.98747884843152,174.1555188932677,0.0,0.0
