Date,RSI_14_day_2,RSI_5_day_2,RSI_7_day_2,RSI_50_day_2,ROC_12_day_2,ROC_25_day_2,ROC_200_day_2,MACD_day_2,TRIX_15_day_2,TRIX_30_day_2,MA_10_day_2,MA_20_day_2,MA_50_day_2,MA_100_day_2,MA_200_day_2,EMA_12_day_2,EMA_26_day_2,EMA_50_day_2,EMA_200_day_2,ADX_day_2,CCI_day_2,NegativeVolume_day_2,ADI_day_2,MFI_day_2,OBV_day_2,Bollinger_mavg_day_2,Bollinger_hband_day_2,Bollinger_lband_day_2,Bollinger_hband_indicator_day_2,Bollinger_lband_indicator_day_2,HighSP500_day_2,LowSP500_day_2,OpenSP500_day_2,HighAMZN_day_2,LowAMZN_day_2,OpenAMZN_day_2,VolumeAMZN_day_2,close_day_2,RSI_14,RSI_5,RSI_7,RSI_50,ROC_12,ROC_25,ROC_200,MACD,TRIX_15,TRIX_30,MA_10,MA_20,MA_50,MA_100,MA_200,EMA_12,EMA_26,EMA_50,EMA_200,ADX,CCI,NegativeVolume,ADI,MFI,OBV,Bollinger_mavg,Bollinger_hband,Bollinger_lband,Bollinger_hband_indicator,Bollinger_lband_indicator,HighSP500,LowSP500,OpenSP500,HighAMZN,LowAMZN,OpenAMZN,VolumeAMZN
2013-01-03,57.808102339421225,62.77041373162765,59.665034588359816,54.9927933958044,2.772037405016661,0.8852295883379107,2.3657669592561077,0.5827968466833021,0.21542377908500687,0.07248434432874892,0.220613591792097,0.38526044398324405,0.07013266096373923,0.04257527351383621,0.028416811707873794,1.0994056696217016,0.5001576731819223,0.26933150258900473,0.08022760544380554,20.35052972033643,64.31167917817204,28.75083233852889,3291084.426405725,48.508193352225334,3803426.4802636774,2.2994772407204414,2.4189298575088136,2.180024623931961,0.0,0.0,46.494244526096175,37.498827234388166,32.31330567101278,7.656696362542278,11.901494085194441,13.582722655665483,-47763.74297106656,257.3099975585937,58.84255716250578,65.05809556699815,61.48182517753498,55.334491810738314,1.5661458801727741,0.5588943324739498,0.6955899975065954,0.08137655208561208,0.20660309122690826,0.07671607217021431,-0.49975229778194247,-0.022071420936139927,0.09086655385685788,0.04055802556843813,0.01096520542765333,0.2802280292512106,0.15012754977674614,0.09307344394670063,0.037387042277221116,20.30751012381091,98.32901871894717,12.644274075977394,1049876.6274552396,48.74468657256221,3542743.3616987076,2.271893617040106,2.5744009666710896,1.9693862674092066,0.0,0.0,17.189110382008206,41.890074885689565,47.977080563578546,5.199821923170227,5.7003778921601125,3.881327088557234,-479139.9061469724
2013-01-04,58.84255716250578,65.05809556699815,61.48182517753498,55.334491810738314,1.5661458801727741,0.5588943324739498,0.6955899975065954,0.08137655208561208,0.20660309122690826,0.07671607217021431,-0.49975229778194247,-0.022071420936139927,0.09086655385685788,0.04055802556843813,0.01096520542765333,0.2802280292512106,0.15012754977674614,0.09307344394670063,0.037387042277221116,20.30751012381091,98.32901871894717,12.644274075977394,1049876.6274552396,48.74468657256221,3542743.3616987076,2.271893617040106,2.5744009666710896,1.9693862674092066,0.0,0.0,17.189110382008206,41.890074885689565,47.977080563578546,5.199821923170227,5.7003778921601125,3.881327088557234,-479139.9061469724,258.48001098632807,59.455572310765604,66.53021559310204,62.60703308761939,55.531760267322,-1.3878766579016186,-1.2980994710506155,0.43010931160447435,0.0017086865887530184,0.2014145782701673,0.08108490175193889,0.26440640556537626,-0.03635838245360769,0.12962768067737646,0.018856171102838465,0.008045976072870675,0.10977669684838406,0.07769546228471959,0.05696446060124682,0.028779154977309946,20.267563355608644,85.38387365578758,10.36040028144489,2185455.818568433,49.372225926292536,2790512.6529117054,2.2334797359096563,2.6125852361231683,1.8543742356961492,0.0,0.0,15.27010084922418,17.838765233318256,11.57368829012129,1.343855810143939,2.7786865997425814,2.6643743412916883,-893995.0330351186
2013-01-07,59.455572310765604,66.53021559310204,62.60703308761939,55.531760267322,-1.3878766579016186,-1.2980994710506155,0.43010931160447435,0.0017086865887530184,0.2014145782701673,0.08108490175193889,0.26440640556537626,-0.03635838245360769,0.12962768067737646,0.018856171102838465,0.008045976072870675,0.10977669684838406,0.07769546228471959,0.05696446060124682,0.028779154977309946,20.267563355608644,85.38387365578758,10.36040028144489,2185455.818568433,49.372225926292536,2790512.6529117054,2.2334797359096563,2.6125852361231683,1.8543742356961492,0.0,0.0,15.27010084922418,17.838765233318256,11.57368829012129,1.343855810143939,2.7786865997425814,2.6643743412916883,-893995.0330351186,259.14999389648443,66.84543936538465,80.67341426411143,74.62452594572702,58.15244752004181,1.0023727306716899,1.8431989817736514,0.26453403529248976,0.6779799168696871,0.20581015213307735,0.08651858574850421,0.595690960213143,0.4917634285154136,0.3371352606952168,0.11394504661660178,0.018963737388766378,1.3960978565674482,0.69941166767254,0.3869213144999413,0.11278000154484928,21.48986647412392,185.90806156146104,7.728309889008955,4298452.304445197,58.08774050429416,5841298.1602202235,2.7242842840874455,4.789746133090967,0.6588224350839496,1.0,0.0,10.838176376097534,10.671560571115753,19.573916790780515,12.026154231057724,8.277143405562725,7.578445308734104,2951081.3853418916
2013-01-08,66.84543936538465,80.67341426411143,74.62452594572702,58.15244752004181,1.0023727306716899,1.8431989817736514,0.26453403529248976,0.6779799168696871,0.20581015213307735,0.08651858574850421,0.595690960213143,0.4917634285154136,0.3371352606952168,0.11394504661660178,0.018963737388766378,1.3960978565674482,0.69941166767254,0.3869213144999413,0.11278000154484928,21.48986647412392,185.90806156146104,7.728309889008955,4298452.304445197,58.08774050429416,5841298.1602202235,2.7242842840874455,4.789746133090967,0.6588224350839496,1.0,0.0,10.838176376097534,10.671560571115753,19.573916790780515,12.026154231057724,8.277143405562725,7.578445308734104,2951081.3853418916,268.45999145507807,64.03720427460539,72.15809801808224,68.8565068671479,57.38150485627156,0.2815312713619335,-1.0250899131271738,-0.31418027811197996,-0.30929551345777817,0.21431926008058452,0.0924992161178419,0.32676110572632555,-0.04117559207020885,0.003199096893391106,0.001384378459280037,0.0001811572870174422,-0.31441626402818246,-0.07256282084407198,-0.009516538119629771,0.014919066929545295,22.62486222703096,148.69379874977957,0.32539707827609476,1514120.1341988847,51.897444127432784,-1740209.6144989124,2.671975437217772,4.041198790957755,1.302752083477732,-0.9,0.0,7.109261593254114,7.01227119287525,8.051866979484497,2.295944637412525,3.634669850121904,6.728035996350422,-1634648.3195825685
2013-01-09,64.03720427460539,72.15809801808224,68.8565068671479,57.38150485627156,0.2815312713619335,-1.0250899131271738,-0.31418027811197996,-0.30929551345777817,0.21431926008058452,0.0924992161178419,0.32676110572632555,-0.04117559207020885,0.003199096893391106,0.001384378459280037,0.0001811572870174422,-0.31441626402818246,-0.07256282084407198,-0.009516538119629771,0.014919066929545295,22.62486222703096,148.69379874977957,0.32539707827609476,1514120.1341988847,51.897444127432784,-1740209.6144989124,2.671975437217772,4.041198790957755,1.302752083477732,-0.9,0.0,7.109261593254114,7.01227119287525,8.051866979484497,2.295944637412525,3.634669850121904,6.728035996350422,-1634648.3195825685,266.3800048828125,63.99544639023578,72.02104681945305,68.76707022900047,57.37031155311409,-1.2987370507693254,0.6654757412459309,-0.2405300357677658,-0.15065125769098156,0.2247177543489015,0.09882181665974037,-0.09916740792336148,0.29420057112549597,0.14483370706420257,0.002910087039483429,0.002318663447778324,-0.14511430462832553,-0.008962132480187908,0.02168201129940213,0.022591976433387645,23.73768196943489,140.20160048194438,6.405190813581783,18464.976638373875,48.84272581677775,-1584547.1880879342,2.9607035363371748,3.6716278837966256,2.249779188877663,-0.04500000000000004,0.0,13.88047251654865,16.7024550052648,6.803849604816789,3.0113260771009287,4.316742325967201,3.843213605130101,-789095.0667428862
2013-01-10,63.99544639023578,72.02104681945305,68.76707022900047,57.37031155311409,-1.2987370507693254,0.6654757412459309,-0.2405300357677658,-0.15065125769098156,0.2247177543489015,0.09882181665974037,-0.09916740792336148,0.29420057112549597,0.14483370706420257,0.002910087039483429,0.002318663447778324,-0.14511430462832553,-0.008962132480187908,0.02168201129940213,0.022591976433387645,23.73768196943489,140.20160048194438,6.405190813581783,18464.976638373875,48.84272581677775,-1584547.1880879342,2.9607035363371748,3.6716278837966256,2.249779188877663,-0.04500000000000004,0.0,13.88047251654865,16.7024550052648,6.803849604816789,3.0113260771009287,4.316742325967201,3.843213605130101,-789095.0667428862,266.35000610351557,62.51731475013307,66.69025023379751,65.42889708813962,56.98839483335117,1.3576753675795337,-1.252814080353456,-2.1607574111681105,-0.21128306122884172,0.2346502909753895,0.10520457937109624,0.9256901139302041,-0.14668205296947187,0.1285547700959818,-0.04412883248588217,-0.012836893950283486,-0.30403107578512006,-0.0955629609738883,-0.025367217267064,0.010645058089358127,24.001538185162048,108.70449482458805,6.703946529677455,875531.9912912643,48.10693571827161,-2391677.481335891,2.8037285588350134,3.404192810253237,2.2032643074168177,-0.016500000000000018,0.0,18.963106389521936,15.628320810145855,14.832998222278563,1.6303098354631014,-0.6120138685315972,2.916159752874443,524578.763026223
2013-01-11,62.51731475013307,66.69025023379751,65.42889708813962,56.98839483335117,1.3576753675795337,-1.252814080353456,-2.1607574111681105,-0.21128306122884172,0.2346502909753895,0.10520457937109624,0.9256901139302041,-0.14668205296947187,0.1285547700959818,-0.04412883248588217,-0.012836893950283486,-0.30403107578512006,-0.0955629609738883,-0.025367217267064,0.010645058089358127,24.001538185162048,108.70449482458805,6.703946529677455,875531.9912912643,48.10693571827161,-2391677.481335891,2.8037285588350134,3.404192810253237,2.2032643074168177,-0.016500000000000018,0.0,18.963106389521936,15.628320810145855,14.832998222278563,1.6303098354631014,-0.6120138685315972,2.916159752874443,524578.763026223,265.33999633789057,64.77297402289301,73.09764864701481,69.8276808532744,57.72759346563631,0.4542152833393646,0.3221546008231265,-3.948899879634408,0.10300320602422053,0.24537817241744855,0.11181273970957838,0.4252459778831186,0.08585566006052557,-0.21589922620437507,-0.013900418320275006,-0.02281047479407065,0.24663650486712987,0.15413119898370106,0.10407103432987931,0.04312926844120559,24.246547528337256,112.89656867056296,15.61184618163012,2897318.469495081,47.97109360887535,2684814.150070411,2.8857609777436184,3.747538065884395,2.023983889602843,-0.00866250000000001,0.0,12.448623638997605,18.395118176419878,22.546047254821975,1.8911674930917182,3.81112772326471,-1.0427701672084744,-419157.0299779533
2013-01-14,64.77297402289301,73.09764864701481,69.8276808532744,57.72759346563631,0.4542152833393646,0.3221546008231265,-3.948899879634408,0.10300320602422053,0.24537817241744855,0.11181273970957838,0.4252459778831186,0.08585566006052557,-0.21589922620437507,-0.013900418320275006,-0.02281047479407065,0.24663650486712987,0.15413119898370106,0.10407103432987931,0.04312926844120559,24.246547528337256,112.89656867056296,15.61184618163012,2897318.469495081,47.97109360887535,2684814.150070411,2.8857609777436184,3.747538065884395,2.023983889602843,-0.00866250000000001,0.0,12.448623638997605,18.395118176419878,22.546047254821975,1.8911674930917182,3.81112772326471,-1.0427701672084744,-419157.0299779533,267.94000244140625,68.53032422098005,81.35636940534481,76.30721991375253,59.05059086007552,6.200904175325332,2.139595025246299,0.41951415762590255,0.2755104067765275,0.2593830982141421,0.11901670936727125,0.9095690741507046,0.28710015234784414,0.2011415375660811,0.05350939873233319,0.012260406277394012,0.6238734009079442,0.3426160234390907,0.20582026157689712,0.06955262227894832,25.227250942213182,150.42678096034481,7.641174139870791,3545399.52976076,58.9131571311592,4937287.711173172,3.1670888707508844,4.564408732014657,1.7697690094871676,-0.005370750000000006,0.0,10.918690220632064,10.269995884744054,12.296805560115056,7.967060275625309,5.661524285831245,4.838071079924347,1837089.9797016191
2013-01-15,68.53032422098005,81.35636940534481,76.30721991375253,59.05059086007552,6.200904175325332,2.139595025246299,0.41951415762590255,0.2755104067765275,0.2593830982141421,0.11901670936727125,0.9095690741507046,0.28710015234784414,0.2011415375660811,0.05350939873233319,0.012260406277394012,0.6238734009079442,0.3426160234390907,0.20582026157689712,0.06955262227894832,25.227250942213182,150.42678096034481,7.641174139870791,3545399.52976076,58.9131571311592,4937287.711173172,3.1670888707508844,4.564408732014657,1.7697690094871676,-0.005370750000000006,0.0,10.918690220632064,10.269995884744054,12.296805560115056,7.967060275625309,5.661524285831245,4.838071079924347,1837089.9797016191,272.73001098632807,67.19291411269546,76.28393556030161,73.13223405057983,58.72561264938911,0.49523163531194847,-0.06522749860308337,2.442969220013108,-0.2069668686170963,0.2737447173887416,0.12648974171996505,-0.4752462538783138,0.11151909550065325,0.029641106805392985,0.009356466294341937,0.021462961251012633,-0.2266738638239668,-0.0460728538414381,0.005408336815323455,0.020057732307438163,26.13790411224083,131.4262983079066,4.457341187464631,2559396.9813767,54.658286598264255,-1293560.3292745876,3.2681277189979454,3.971946563999256,2.564308873996574,-0.0036700125000000035,0.0,12.599109480673826,9.576057165715326,10.381142290066528,1.1695812692081582,4.245753780833358,4.993125539870173,-1767779.3526933028
2013-01-16,67.19291411269546,76.28393556030161,73.13223405057983,58.72561264938911,0.49523163531194847,-0.06522749860308337,2.442969220013108,-0.2069668686170963,0.2737447173887416,0.12648974171996505,-0.4752462538783138,0.11151909550065325,0.029641106805392985,0.009356466294341937,0.021462961251012633,-0.2266738638239668,-0.0460728538414381,0.005408336815323455,0.020057732307438163,26.13790411224083,131.4262983079066,4.457341187464631,2559396.9813767,54.658286598264255,-1293560.3292745876,3.2681277189979454,3.971946563999256,2.564308873996574,-0.0036700125000000035,0.0,12.599109480673826,9.576057165715326,10.381142290066528,1.1695812692081582,4.245753780833358,4.993125539870173,-1767779.3526933028,271.89999389648443,62.49322601893692,59.64940484689357,62.309291341130184,57.568806106881475,0.5664762996697631,1.2862185144385951,-3.3991790832992,-0.37189704768325044,0.2848161244870738,0.13372458504506388,-0.9013237502566597,-0.3403550792322167,-0.04278340286297083,-0.013411798052495955,-0.025710782718276655,-0.6227003087718241,-0.25013010585211115,-0.10464084329464986,-0.008010959118218135,26.581803523155713,96.43695891061556,-3.136890193076848,603364.8637893826,57.146339387595994,-1471379.8510098925,2.918418907906521,3.4309870050515947,2.4058508107614154,-0.0026738662500000025,0.0,12.026623634768281,15.018227772343984,13.031852651104561,0.7719683730236163,0.993382629122957,2.3090744004357626,-352382.78782103397
